1,0.0
2,44.98866213147574
3,89.97732426295148
4,134.96598639442723
5,179.95464852590297
6,224.9433106573787
7,269.93197278885447
8,314.9206349203302
9,359.90929705180594
10,404.89795918328167
11,429.56916099800003
12,473.7046485264389
13,517.8401360548778
14,561.9756235833166
15,606.1111111117555
16,650.2465986401943
17,694.3820861686331
18,738.517573697072
19,782.6530612255108
20,826.7885487539496
21,870.9240362823884
22,915.0595238108273
23,959.1950113392661
24,1003.3304988677049
25,1047.4659863961438
26,1091.6014739245827
27,1135.7369614530216
28,1179.8724489814606
29,1224.0079365098995
30,1268.1434240383385
31,1312.2789115667774
32,1356.4143990952164
33,1400.5498866236553
34,1444.6853741520943
35,1488.8208616805332
36,1532.9563492089721
37,1577.091836737411
38,1621.22732426585
39,1665.362811794289
40,1709.498299322728
41,1753.6337868511669
42,1797.7692743796058
43,1841.9047619080447
44,1886.0402494364837
45,1930.1757369649226
46,1974.3112244933616
47,2018.4467120218005
48,2062.5821995502392
49,2106.717687078678
50,2150.8531746071167
51,2194.9886621355554
52,2239.124149663994
53,2283.259637192433
54,2327.3951247208715
55,2371.5306122493103
56,2415.666099777749
57,2459.8015873061877
58,2503.9370748346264
59,2548.072562363065
60,2592.208049891504
61,2636.3435374199425
62,2680.4790249483813
63,2724.61451247682
64,2768.7500000052587
65,2812.8854875336974
66,2857.020975062136
67,2901.156462590575
68,2945.2919501190136
69,2989.4274376474523
70,3033.562925175891
71,3077.6984127043297
72,3121.8339002327684
73,3165.969387761207
74,3210.104875289646
75,3254.2403628180846
76,3298.3758503465233
77,3342.511337874962
78,3386.6468254034007
79,3430.7823129318394
80,3474.917800460278
81,3519.053287988717
82,3563.1887755171556
83,3607.3242630455943
84,3651.459750574033
85,3695.5952381024717
86,3739.7307256309105
87,3783.866213159349
88,3828.001700687788
89,3872.1371882162266
90,3916.2726757446653
91,3960.408163273104
92,4004.5436508015428
93,4048.6791383299815
94,4092.81462585842
95,4136.950113386859
96,4181.085600915298
97,4225.221088443736
98,4269.356575972175
99,4313.492063500614
100,4357.6275510290525
101,4401.763038557491
102,4445.89852608593
103,4490.034013614369
104,4534.169501142807
105,4578.304988671246
106,4622.440476199685
107,4666.5759637281235
108,4710.711451256562
109,4754.846938785001
110,4798.98242631344
111,4843.117913841878
112,4887.253401370317
113,4931.388888898756
114,4975.5243764271945
115,5019.659863955633
116,5063.795351484072
117,5107.930839012511
118,5152.066326540949
119,5196.201814069388
120,5240.337301597827
121,5284.4727891262655
122,5328.608276654704
