0.0,1.20743764172,167.659358763,0.0560317460317
1.20743764172,39.636462585,168.352739072,1.51353741497
39.636462585,39.6945124717,166.708669355,39.636462585
39.6945124717,40.4375510204,164.0625,39.8860770975
40.4375510204,48.4252154195,169.062679701,40.6107482993
48.4252154195,52.6280272109,168.577981651,48.6280272109
52.6280272109,53.9399546485,168.890023617,52.8848979592
53.9399546485,69.172244898,168.384879725,54.0412698413
69.172244898,70.8673015873,168.170840219,69.3426530612
70.8673015873,80.1204535147,168.138781216,71.1254421769
80.1204535147,86.5407709751,168.160152526,80.411723356
86.5407709751,91.9510204082,169.517586008,86.8508390023
91.9510204082,95.956462585,112.347146739,92.1819727891
95.956462585,97.0594104308,82.03125,96.4658503401
97.0594104308,98.10430839,83.3543346774,97.5434013605
98.10430839,99.8690249433,84.7207991803,98.6340136054
99.8690249433,103.87446712,84.1014557244,100.060589569
103.87446712,114.98521542,168.395596003,103.995238095
114.98521542,164.66430839,165.354330709,115.195192744
164.66430839,165.268027211,84.7207991803,164.882721088
165.268027211,165.883356009,83.3543346774,165.761451247
165.883356009,232.547845805,168.26709062,166.145147392
232.547845805,235.055600907,92.28515625,232.880181406
235.055600907,235.194920635,117.453835227,235.055600907
235.194920635,235.403900227,120.185319767,235.194920635
235.403900227,239.397732426,166.708669355,235.668027211
239.397732426,240.280090703,83.3543346774,240.044988662
240.280090703,249.916371882,166.729678639,240.379319728
249.916371882,250.868390023,129.19921875,249.916371882
250.868390023,251.170249433,112.347146739,250.868390023
251.170249433,251.239909297,109.956781915,251.170249433
251.239909297,252.331247166,83.3543346774,251.475011338
252.331247166,377.684172336,167.531974167,252.531564626
377.684172336,379.437278912,166.708669355,377.684172336
379.437278912,379.971337868,112.347146739,379.437278912
